项目id,项目名称,地址,城市,8月项目下智能屏理论点位数,日期,排片点位数,刊挂总时常
3033587,龙生钱塘名都,清江路300号,杭州,12,2019/1/14,12,540
3033599,隽逸花苑,石祥路203号,杭州,8,2019/1/14,8,120
3033804,湘墅花园,时代大道4358号,杭州,13,2019/1/14,13,195
3034277,中天西城纪,余杭塘路417号,杭州,16,2019/1/14,16,240
3034431,东城印象,新塘路318号,杭州,10,2019/1/14,10,300
3034996,万福中心,滨康路228号,杭州,10,2019/1/14,8,120
3035400,汇禾禧福汇,红普路759号,杭州,28,2019/1/14,13,195
3035410,光辉岁月(杭州),文晖路139号,杭州,17,2019/1/14,12,180
3035840,克拉公馆,石桥路90号,杭州,16,2019/1/14,16,240
3036183,乾成园,振华路215号,杭州,35,2019/1/14,1,15
3036344,冠苑双子座,余杭塘路803号,杭州,2,2019/1/14,2,30
3036493,保利江语海,学正街,杭州,37,2019/1/14,22,330
3036616,银树湾,文岚街158号,杭州,22,2019/1/14,4,60
3036809,瓜山佳苑,温州路50号,杭州,27,2019/1/14,9,135
3036926,国能中心,滨盛路1786号,杭州,8,2019/1/14,8,120
3037090,顺帆电子信息科创园,荆长路768号,杭州,15,2019/1/14,15,450
3037120,云狐科技园,秋溢路601号,杭州,9,2019/1/14,6,90
5000141,金地自在城鹭影轩,西园六路105号,杭州,84,2019/1/14,7,105
5000155,迈达商业中心写字楼,天城路6号,杭州,2,2019/1/14,2,30
5000178,德泰丰元国际大厦,丰潭路430号,杭州,13,2019/1/14,13,225
5000206,联动创意园,西园二路9号,杭州,4,2019/1/14,1,15
5000209,亚科中心,江南大道4760号,杭州,4,2019/1/14,4,60
5000226,云河大厦（浙江杭州）,文一路18号,杭州,4,2019/1/14,4,60
5000324,罗兰春天,九环路60号,杭州,28,2019/1/14,28,420
5000440,西溪乐谷创意产业园,文二西路716号,杭州,9,2019/1/14,9,135
5000442,西瑞大厦,横港路338号,杭州,4,2019/1/14,4,60
5000443,西溪福地科创园,文一西路776号,杭州,2,2019/1/14,2,30
5000528,紫爵公寓,萧然东路100号,杭州,7,2019/1/14,7,105
5000634,德珠商务中心,明珠街263,杭州,11,2019/1/14,9,135
5000652,中天MCC,友知弄4号 ,杭州,27,2019/1/14,27,705
5000713,锦盛大楼,彩云路103号,杭州,1,2019/1/14,1,15
5000763,金手指网商创意园,金家渡南路4号,杭州,7,2019/1/14,6,180
5000770,浙报印务祥园创意产业园,祥园路38号,杭州,2,2019/1/14,2,30
5000838,新德佳苑,杭氧路86号,杭州,22,2019/1/14,22,330
5000920,尚坤生态创意园,三墩西园路10号,杭州,9,2019/1/14,3,45
5000944,浙宝智慧信息产业园,俞章路88号,杭州,3,2019/1/14,3,105
5000982,金马摩立方,萧绍路636号,杭州,5,2019/1/14,1,15
5000998,天和高科大厦,滨安路688号,杭州,17,2019/1/14,14,210
5001078,万和国际写字楼,皓月路184号,杭州,6,2019/1/14,6,90
5001421,明德大楼,浦沿园区中路38号,杭州,2,2019/1/14,2,30
5001455,中栋国际写字楼,建设一路1号,杭州,62,2019/1/14,54,810
5001456,中栋国际公寓楼,建设一路1号,杭州,11,2019/1/14,2,30
5001458,萧山水务大厦,金城路1038号,杭州,10,2019/1/14,10,150
5001512,蒹葭苑13幢,龙章路159号,杭州,5,2019/1/14,5,75
5001522,九宜城(杭州),江陵路2028号,杭州,2,2019/1/14,2,30
5001530,凯瑞金座,科技馆街1505号,杭州,2,2019/1/14,2,30
5001695,杭州上峰电子商务产业园,江虹路611号,杭州,14,2019/1/14,13,195
5001794,滨江金色黎明一期,南都路37号,杭州,66,2019/1/14,66,1980
5001803,网新双城大厦,江汉路1785号,杭州,1,2019/1/14,1,15
5001806,万事利大厦_杭州,天城路68号,杭州,2,2019/1/14,2,30
5001815,万恒创业园,滨文路12号,杭州,1,2019/1/14,1,15
5001828,海外海德胜商业大厦,德胜路195号,杭州,6,2019/1/14,6,90
5002056,中兴杭州产业园,火炬大道1213号,杭州,1,2019/1/14,1,15
5002387,浙江永通科技大楼,留和路60号,杭州,2,2019/1/14,2,30
5002402,千年舟家居科技文化创意园,好运街152号,杭州,5,2019/1/14,3,45
5002427,杭州数字出版产业园,紫萱路158号,杭州,6,2019/1/14,3,45
5002441,憬天国际,通惠南路786号,杭州,25,2019/1/14,13,195
5002533,建华商业中心,七古登路90号,杭州,4,2019/1/14,4,60
5002745,恒源国际财富中心,通惠北路1515号,杭州,7,2019/1/14,4,60
5002747,东南科技研发中心,金城路438号,杭州,10,2019/1/14,10,150
5002800,申瑞国际银座,申花路465号,杭州,3,2019/1/14,1,15
5002896,头格月雅城,月雅路海通街1600号,杭州,50,2019/1/14,26,390
5002911,杭州智慧产业创业园,文一西路857号,杭州,3,2019/1/14,3,45
5002931,柏源大楼,白石路365号,杭州,1,2019/1/14,1,15
5002959,海创基地,六和路368号,杭州,13,2019/1/14,13,195
5003088,大关公寓,湖墅北路115号,杭州,6,2019/1/14,6,90
5003106,恒生电商产业园,龙泉路22号,杭州,2,2019/1/14,2,30
5003107,恒生科技园,文一西路1218号,杭州,28,2019/1/14,18,270
5003122,汇禾领府,灯彩街549号,杭州,20,2019/1/14,1,15
5003285,彩宏大厦,滨文路358号,杭州,4,2019/1/14,4,60
5003316,和合财富中心,东湖南路59-1号,杭州,38,2019/1/14,36,540
5003495,西部科技园,中心路100号,杭州,13,2019/1/14,13,195
5003635,国泰科技大厦,民和路479号,杭州,98,2019/1/14,96,1440
5003665,聚英公寓,九昌路15号,杭州,10,2019/1/14,10,150
5003666,枫华府第,华星路6号,杭州,40,2019/1/14,40,1440
5003755,西可通信科技园,秋溢路606号,杭州,5,2019/1/14,5,75
5003817,龙湖滟澜山三期,上沙路105号,杭州,13,2019/1/14,13,195
5003912,财通中心,金沙大道201号,杭州,7,2019/1/14,3,45
5004047,天瑞国际,科园路55号,杭州,11,2019/1/14,11,165
5004061,中兴和园,火炬大道1612号,杭州,46,2019/1/14,4,60
5004172,江南岸艺术园区,诚业路415号,杭州,5,2019/1/14,1,15
5004185,东华苑_杭州,九睦路1号,杭州,12,2019/1/14,12,180
5004272,凯旋发展大厦,庆春东路167号,杭州,5,2019/1/14,5,165
5004423,原筑壹号商务楼,德胜东路7666号,杭州,20,2019/1/14,19,450
5004466,申悦国际,古墩路671号,杭州,8,2019/1/14,8,120
5004501,中国铁建青秀城,明星路85号,杭州,40,2019/1/14,40,600
5004554,湘湖林语,湘湖路8号,杭州,8,2019/1/14,8,120
5004559,绿野春天_杭州,里东路10号,杭州,20,2019/1/14,19,570
5004627,华星创业大厦,聚才路500号,杭州,29,2019/1/14,2,30
5004630,开元广场_萧山,市心南路1500号,杭州,78,2019/1/14,40,600
5004632,祥腾财富中心,民和路487号,杭州,26,2019/1/14,6,90
5004831,泰衡大楼,东冠园中路22号,杭州,1,2019/1/14,1,15
5004845,西资大楼,浙大路39号,杭州,2,2019/1/14,2,30
5005002,横塘景苑,同协路514号,杭州,7,2019/1/14,7,210
5005087,擎天半岛,藕花洲大街159号,杭州,48,2019/1/14,48,720
5005094,远方科技中心,聚才路88号,杭州,44,2019/1/14,6,90
5005276,新中宇_维萨,莲花桥路6号,杭州,44,2019/1/14,44,1320
5005320,地铁商务大厦,中山北路607号,杭州,4,2019/1/14,4,60
5005385,明石商业大厦,明石路515号,杭州,3,2019/1/14,3,45
5005484,华家池三期,凯旋路258号,杭州,23,2019/1/14,23,795
5005653,文天公寓(杭州),天目山路120号,杭州,10,2019/1/14,6,90
5005654,湖滨阁,孝丰路12号,杭州,11,2019/1/14,7,105
5005655,IX-WORK,滨安路650号,杭州,25,2019/1/14,25,375
5005754,金龙财富,庆春路38号,杭州,4,2019/1/14,4,60
5005810,瑞金_华庭嘉苑,藕花洲大街254号,杭州,28,2019/1/14,28,420
5005812,瑞金_华翠嘉苑,藕花洲大街278号,杭州,6,2019/1/14,6,90
5005853,滨江金色黎明二期,德胜路与同协路交汇处,杭州,81,2019/1/14,77,1905
5005865,留博楼,求是路与曙光路交叉口,杭州,2,2019/1/14,2,30
5005867,求是村_杭州,浙大路18号,杭州,7,2019/1/14,7,105
5005868,浙大综合楼_杭州,玉古路145号,杭州,2,2019/1/14,2,30
5006015,碧桂园,水云街158号,杭州,48,2019/1/14,32,480
5006054,东兰轩,丁群路596号,杭州,26,2019/1/14,26,390
5006056,杭州建华家园,建华村三官塘路15号,杭州,46,2019/1/14,46,690
5006058,普福家园北区,普德路38号,杭州,51,2019/1/14,35,525
5006081,凯德视界,登云路99号,杭州,17,2019/1/14,3,45
5006105,紫金创业园,石祥西路859号,杭州,14,2019/1/14,12,180
5006128,华立创客社区云立方园区,联胜路10号,杭州,19,2019/1/14,16,480
5006201,莱茵矩阵国际,余杭塘路515号,杭州,20,2019/1/14,20,300
5006371,滨江紫金府,圣东街151号,杭州,36,2019/1/14,12,180
5006437,中博大厦,天目山西路289号,杭州,4,2019/1/14,4,60
5006780,萧山农业大厦,市心北路828号,杭州,20,2019/1/14,20,300
5006816,中赢国际商业中心,滨和路998号,杭州,4,2019/1/14,4,60
5006818,金骏大厦（杭州）,水湘路341号,杭州,4,2019/1/14,1,15
5006881,保利香槟国际_杭州,人文路116号,杭州,7,2019/1/14,7,105
5006914,绿地中央广场(杭州),大关路100号,杭州,55,2019/1/14,23,345
5007050,华瑞中心,建设一路66号,杭州,10,2019/1/14,10,150
5007185,联合中心,民和路481号,杭州,174,2019/1/14,172,2580
5007529,世茂茂悦府,九和路468,杭州,54,2019/1/14,28,420
5007578,杭州万达广场写字楼,杭行路666号,杭州,93,2019/1/14,28,420
5007581,中海西溪华府,紫霞街275号,杭州,44,2019/1/14,44,660
5007596,运河汽车电商园,石祥路525号,杭州,28,2019/1/14,28,420
5007748,三花江虹国际创意园,秋溢路228号,杭州,90,2019/1/14,5,75
5007755,正泰中自科技园,6号街260号,杭州,11,2019/1/14,10,150
5007884,杭州智能创新产业园,西园路三路3号,杭州,2,2019/1/14,2,30
5007963,丽晶国际中心,鸿宁路2327号,杭州,16,2019/1/14,16,240
5007979,龙湖春江郦城,江汉路1337号,杭州,13,2019/1/14,13,195
5007990,寰诺大厦,南环路1568号,杭州,2,2019/1/14,2,30
5008013,大象国际中心,民和路600号,杭州,24,2019/1/14,24,360
5008091,晓城天地,金沙大道450号,杭州,140,2019/1/14,15,225
5008178,杰立大厦,机场路135号,杭州,45,2019/1/14,45,765
5008190,滨江凯旋门,凯旋路116号,杭州,30,2019/1/14,30,450
5008285,博奥城,建设二路331号,杭州,34,2019/1/14,1,15
5008326,创海基地,聚园路8号,杭州,3,2019/1/14,3,45
5008389,金绣国际科技中心,聚业路26号,杭州,8,2019/1/14,8,120
5008804,世包大楼,秋溢路289号,杭州,20,2019/1/14,12,180
5008869,绿都大厦,中河中路198号,杭州,36,2019/1/14,33,495
5009002,浙江省国贸大楼,庆春路195号,杭州,1,2019/1/14,1,15
5009003,浙江建设科技研发中心,文二路28号,杭州,13,2019/1/14,11,165
5009060,金门文耀大厦,滨文路422号,杭州,5,2019/1/14,5,75
5009263,滨江金色江南,飞虹路1757号 ,杭州,15,2019/1/14,15,225
5009347,中赢康康谷,春晓路10号,杭州,10,2019/1/14,10,150
5009369,中海寰宇商务中心,秋水路15号,杭州,2,2019/1/14,2,30
5009637,祥符街道办公楼,三墩路85号,杭州,4,2019/1/14,4,60
5009676,南江商业中心,市心南路1036号,杭州,16,2019/1/14,16,240
5009684,笑歌大厦,天目山路1号,杭州,2,2019/1/14,2,30
5009770,凯诚商务园,九和路19号,杭州,3,2019/1/14,3,45
5010027,海蓝创智天地,余杭塘路478号,杭州,2,2019/1/14,2,30
5010049,浙顺1号创新中心,西溪路626号,杭州,3,2019/1/14,2,30
5010164,爱尚里,振华路19号,杭州,4,2019/1/14,4,60
5010177,西溪联合科技广场,高教路970号,杭州,4,2019/1/14,2,30
5010307,杭州人工智能产业园,江二路57号 ,杭州,8,2019/1/14,6,90
5010315,天阳尚景国际,萍水街205号,杭州,9,2019/1/14,9,135
5010370,运河海蓝科创中心,湖州街333号,杭州,33,2019/1/14,30,450
5010418,绿都嘉瑞广场,通惠中路707号,杭州,2,2019/1/14,2,30
5010661,佰富时代中心,秋涛北路316号,杭州,12,2019/1/14,9,135
5010814,金日智慧产业园,九和路14号,杭州,2,2019/1/14,2,30
5010828,精峰世纪大厦,建设四路1661号,杭州,2,2019/1/14,2,30
5010858,美好国际,湖州街168号,杭州,1,2019/1/14,1,15
5011134,创业智慧大厦,越达巷91号,杭州,2,2019/1/14,2,30
5011331,西溪里,紫霞街1109号,杭州,102,2019/1/14,102,1530
5011453,西狗国际,长城街22号,杭州,2,2019/1/14,2,30
5011469,新达城,凤起东路888号,杭州,2,2019/1/14,2,30
5011826,柏盛渡口,滨兴路1912号,杭州,2,2019/1/14,2,30
5011902,金街美地,洙泗路1号,杭州,56,2019/1/14,5,75
5011962,G5创艺工坊,沈港路16号,杭州,3,2019/1/14,1,30
5012006,紫萱广场,紫萱路338号,杭州,1,2019/1/14,1,15
5012055,杭州互联网创新创业园,紫霞街176号,杭州,6,2019/1/14,6,90
5012080,金色黎明三期,开创街与明石路交叉口,杭州,46,2019/1/14,46,1380
5012090,知本大厦（杭州）,江南大道4270号,杭州,12,2019/1/14,12,180
5012097,龙湖春江悦茗,风情大道240号,杭州,21,2019/1/14,10,150
5012101,申瑞国际金座,申花路359号,杭州,10,2019/1/14,3,45
5012189,香洲里,荆长大道360号,杭州,16,2019/1/14,8,240
5012204,溪岸悦府,高教路333号,杭州,20,2019/1/14,20,300
5012286,红利潮人汇,萧绍路951号,杭州,6,2019/1/14,6,90
5012451,朗悦居,文一西路与高教路交叉口,杭州,29,2019/1/14,26,390
5012719,云谷中心,池华街330号,杭州,2,2019/1/14,2,30
5012919,滨江西溪之星,荆长大道与纬三路交叉口,杭州,120,2019/1/14,60,1800
5012962,杭州未来研创园,龙潭路7号,杭州,7,2019/1/14,7,105
5012989,三里新城荷苑,机场路一巷109号,杭州,24,2019/1/14,24,1080
5012990,金地德圣中心公寓楼,金城路288号,杭州,35,2019/1/14,32,480
5013016,贡院,西健康路95号,杭州,2,2019/1/14,2,30
5013021,昆仑天籁,丁群街178号,杭州,46,2019/1/14,46,690
5013049,中和尚品公寓,尚贤路与崇文街交叉口,杭州,28,2019/1/14,28,420
5013056,金橡臻园,星都路2号,杭州,10,2019/1/14,10,150
5013114,翠锦苑（杭州）,学院路189号,杭州,4,2019/1/14,4,60
5013117,逸家花苑,杭海路1698号,杭州,14,2019/1/14,7,105
5013142,天福财智大厦,幸福南路1288号,杭州,13,2019/1/14,13,195
5013221,留和春天,荆山岭路119号,杭州,20,2019/1/14,20,300
5013226,家乐公寓,山阴路886号,杭州,60,2019/1/14,30,450
5013289,达峰科创园,五常大道158号,杭州,3,2019/1/14,3,90
5013447,堤香名苑,博学路100号,杭州,24,2019/1/14,8,120
5013547,大华海派风景,通运街268号,杭州,29,2019/1/14,29,435
5013553,东冠逸景花苑,杭海路1653号,杭州,42,2019/1/14,24,360
5013675,运河商厦,湖墅南路488号,杭州,2,2019/1/14,2,90
5013701,香山四季公馆,亚太路235号,杭州,11,2019/1/14,2,30
5013768,西溪永乐城,景兴路666号,杭州,20,2019/1/14,2,30
5013770,雅居乐国际花园（杭州）,天目山西路258号,杭州,33,2019/1/14,33,525
5013783,赞成杭家,洋湾路与星海路交叉口,杭州,28,2019/1/14,28,420
5013821,水天城,鸿宁路1788号,杭州,18,2019/1/14,18,270
5013828,金地广场(杭州),古墩路1333号,杭州,23,2019/1/14,10,150
5013924,富越香郡,杭行路185号,杭州,16,2019/1/14,9,135
5013925,富越盈座,杭行路185号,杭州,10,2019/1/14,8,120
5014105,合丰新业大厦,扬帆路1143号,杭州,6,2019/1/14,6,90
5014107,同协雅苑,华丰中路858号,杭州,51,2019/1/14,51,1530
5014268,龙湖名景台二期,杭玻路102号,杭州,31,2019/1/14,31,465
5014273,湘湖科创园,时代大道4887号,杭州,22,2019/1/14,22,345
5014274,湘湖电子商务创业园,时代大道4789号,杭州,3,2019/1/14,3,45
5014333,龙湖滨江天街裙楼,江汉路1380号,杭州,3,2019/1/14,3,45
5014475,凯和大厦,信诚路99号,杭州,2,2019/1/14,2,30
5014482,喜得宝大酒店,环城北路57号,杭州,1,2019/1/14,1,15
5014554,首开望宸,虎山路155号,杭州,33,2019/1/14,33,495
5014601,明豪大厦,滨盛路1688号,杭州,29,2019/1/14,29,585
5014625,金地艺华年佳苑,羊头坝路125号,杭州,88,2019/1/14,88,1320
5014666,大豪科技园,南环路1722号,杭州,2,2019/1/14,1,15
5014674,乐通科技园,秋溢路500号,杭州,1,2019/1/14,1,15
5014705,春风江南府,鼎盛街与塘栖路交叉口西北角,杭州,39,2019/1/14,26,390
5014735,南润名座,蜀山路422号,杭州,14,2019/1/14,14,210
5014779,浙商国际,机场路与开创街交汇处西南角,杭州,4,2019/1/14,4,120
5014795,杭州远洋香奈,杭玻街79号,杭州,26,2019/1/14,26,780
5015325,元美大厦,西兴路178-1号,杭州,1,2019/1/14,1,15
5015379,建业金座商业楼,文化东路151号,杭州,15,2019/1/14,5,75
5015793,龙驰智慧谷,元成路199号,杭州,16,2019/1/14,12,180
5015795,春波西苑,江陵路与滨安路交叉口,杭州,27,2019/1/14,27,615
5015808,橄榄树花园,尚德路2-25,杭州,20,2019/1/14,20,300
5015860,绿地华家池印(绿地海域晶华),艮山西路95号,杭州,51,2019/1/14,51,765
5015861,钱塘之星,缤纷街599号,杭州,10,2019/1/14,10,150
5016121,浦沿街道文创办公楼,浦沿路88号,杭州,1,2019/1/14,1,15
5016185,永盈大厦,杭海路251号,杭州,2,2019/1/14,2,90
5016201,金都西花庭,狮山路618号,杭州,36,2019/1/14,36,555
5016539,新塘科创园,南秀路3089号,杭州,4,2019/1/14,4,60
5016546,名乐花苑,光华路235号,杭州,15,2019/1/14,13,195
5016645,杭州E8科技创新产业园,下湘湖路7号,杭州,4,2019/1/14,3,45
5016725,滨江大江之星,河景路,杭州,36,2019/1/14,18,270
5016737,滨江曙光之城,机场路285号,杭州,36,2019/1/14,34,510
5016778,汇锦华庭,广电路13号,杭州,9,2019/1/14,9,135
5016828,正淘易谷创新园,向往街368号,杭州,9,2019/1/14,9,135
5017002,中天之江诚品,创意路98号,杭州,56,2019/1/14,56,840
5017012,通达大厦_杭州,九环路6号,杭州,10,2019/1/14,6,90
5017017,悦江商业中心,信诚路817号,杭州,17,2019/1/14,4,60
5017057,富阳天马大厦,桂花路28号,杭州,5,2019/1/14,5,75
5017106,世茂御涛轩,南环路4559号,杭州,12,2019/1/14,12,180
5017118,东方世纪中心,市心北路22号,杭州,8,2019/1/14,8,120
5017125,宁东北苑,镇宁路631号,杭州,15,2019/1/14,15,225
5017135,天晖铭园杭州,机场路里弄街1号,杭州,9,2019/1/14,9,135
5017139,天达大厦,艮山东路180号,杭州,57,2019/1/14,17,255
5017145,火炬小区,火炬大道180号,杭州,8,2019/1/14,8,120
5017153,共联综合楼,新联路20号,杭州,3,2019/1/14,3,45
5017178,中豪七格商业中心,下沙路356号,杭州,8,2019/1/14,8,120
5017322,澳门广场,秋涛北路407-411号,杭州,8,2019/1/14,8,300
5017431,富阳东海石油大厦,富春街道恩波大道786号,杭州,1,2019/1/14,1,15
5017489,优迈科技园三期,滨安路1181号,杭州,66,2019/1/14,62,930
5017519,锦桥家园,石镜街锦桥南面,杭州,12,2019/1/14,11,165
5017687,天阳半岛国际,滨盛路2271号,杭州,17,2019/1/14,17,255
5017689,香兰名院,丽水路18号,杭州,9,2019/1/14,9,135
5017788,富力天贸广场,常二路与文一西路交叉口,杭州,10,2019/1/14,10,300
5017790,运潭公寓,杭机路44号,杭州,24,2019/1/14,24,360
5018008,大美创意园,留泗路东山里22号,杭州,1,2019/1/14,1,15
5018014,聚落未来产业园,滨河路与金星二路交叉口,杭州,5,2019/1/14,5,75
5018112,白金海岸,香溢路88号 ,杭州,98,2019/1/14,98,1470
5018159,世茂江滨花园碧景湾小区,下沙白杨街道25号路88号,杭州,36,2019/1/14,23,345
5018275,瑞金华丽嘉苑,藕花洲大街西段478号,杭州,26,2019/1/14,26,390
5018387,尚城国际_临安,城中街708号,杭州,3,2019/1/14,2,30
5018404,北润家园,平山路225号,杭州,19,2019/1/14,17,255
5018443,复城国际中心,金平路19号,杭州,8,2019/1/14,2,30
5018445,天瑞服饰产业园,九环路31-6号,杭州,7,2019/1/14,7,105
5018963,天名大厦_杭州,体育场路286号,杭州,14,2019/1/14,14,270
5018988,世茂天宸,艮山西路95号,杭州,31,2019/1/14,31,885
